xpts
1.0000000000000000e+00,1.0173611111111112e+00
1.0063657407407407e+00,1.0283564814814814e+00
1.0173611111111112e+00,1.0347222222222223e+00
ypts
1.2207031241163629e-04,1.5000061035156184e+01
1.2207031231703525e-04,3.0000000000000007e+01
1.5000061035156184e+01,3.0000000000000004e+01
xEnd
1.0000000000000000e+00,1.0347222222222223e+00
yEnd
1.2207031241163629e-04,3.0000000000000004e+01
dydxEnd
-5.6539694801017415e-12,-6.8212102632970587e-13
d2ydx2End
0.0000000000000000e+00,0.0000000000000000e+00
